"","L","FD","Atractores","Generador"
"64",-0.464935977349247,1.47711961567158,2,"continuo"
"65",-0.221710256400063,1.28380216915116,2,"continuo"
"66",-0.215567900842147,1.88309126905153,2,"continuo"
"67",-0.319748665911213,1.00402015984758,2,"continuo"
"68",-0.571283400322,1.05595023362093,2,"continuo"
"69",-0.462664247776046,1.15260888424313,2,"continuo"
"70",-0.380775037544442,1.04040337445711,2,"continuo"
"71",-0.226292674623301,1.91381172877138,2,"continuo"
"72",-0.723420697710364,1.86922964558801,2,"continuo"
"73",-0.633889251405895,1.00180468923626,2,"continuo"
"74",-0.402816538245459,1.04310472314781,2,"continuo"
"75",-0.407868469031205,1.08387516456159,2,"continuo"
"76",-0.72931668637596,1.15409568473669,2,"continuo"
"77",-0.271809526872137,1.31526897532395,2,"continuo"
"78",-0.216991249383128,1.03087542258847,2,"continuo"
"79",-0.444760913930165,1.30909616480687,2,"continuo"
"80",-0.313706214276667,1.54406633101648,2,"continuo"
"81",-0.539894103746601,1.18751940313587,2,"continuo"
"82",-0.255473389760833,1.15414472702685,2,"continuo"
"83",-0.310403533191337,1.17505468775463,2,"continuo"
"84",-0.241771738122011,1.93951710048297,2,"continuo"
"85",-0.474530755202915,1.25527111222376,2,"continuo"
"86",-0.208880015170908,1.03794473373456,2,"continuo"
"87",-0.299461842745803,1.33411703766471,2,"continuo"
"88",-0.338323758836153,1.25527111222376,2,"continuo"
"89",-0.631739947716412,1.26951153553685,2,"continuo"
"90",-0.210288789080367,1.42905822353144,2,"continuo"
"91",-0.202604003405363,1.77085004666359,2,"continuo"
"92",-0.61213066370409,1.31701663965421,2,"continuo"
"93",-0.368188681790869,1.41161813959719,2,"continuo"
"94",-0.78973479241836,1.0180433730478,2,"continuo"
"95",-0.665372365713613,1.13033251425038,2,"continuo"
"96",-0.55758534536797,1.16708871991068,2,"continuo"
"97",-0.442497013271628,1.08150870829767,2,"continuo"
"98",-0.307890158291643,1.2041186465364,2,"continuo"
"99",-0.308552657601399,1.48429819233318,2,"continuo"
"100",-0.656330651372564,1.2966637514517,2,"continuo"
"101",-0.701912901197011,1.05377549697845,2,"continuo"
"102",-0.951243836425279,1.12338366200567,2,"continuo"
"103",-0.583727746891622,1.00913094978407,2,"continuo"
"104",-0.330628198518293,1.01772763766494,2,"continuo"
"105",-0.290473255148627,1.10946481886278,2,"continuo"
"106",-0.739671795854554,1.02393687131268,2,"continuo"
"107",-0.418067692084602,1.70242864738903,2,"continuo"
"108",-0.313227584654453,1.1104112512722,2,"continuo"
"109",-0.483518114477022,1.06015683235823,2,"continuo"
"110",-0.209204060941949,1.49310770331494,2,"continuo"
"111",-0.239363245316362,1.70070183000464,2,"continuo"
"112",-0.286307387246846,1.34413438478192,2,"continuo"
"113",-0.285426297221007,1.55630077385786,2,"continuo"
"114",-0.281136869222708,1.29885163517214,2,"continuo"
"115",-0.247502069626083,1.05491150076507,2,"continuo"
"116",-0.35151950999577,1.22010673417976,2,"continuo"
"117",-0.564702064094179,1.00483114050822,2,"continuo"
"118",-0.509460022847754,1.12778532806292,2,"continuo"
"119",-0.512398741983423,1.40041307386727,2,"continuo"
"120",-0.650378109670164,1.07658724086179,2,"continuo"
"121",-0.563741803188446,1.05214858727151,2,"continuo"
"122",-0.343479558927149,2.04921574881023,2,"continuo"
"123",-0.355226977214458,1.27970353836788,2,"continuo"
"124",-0.360132524703954,1.06383237375203,2,"continuo"
"125",-0.241070872794516,1.46982038502949,2,"continuo"
"126",-0.383444833981535,1.33959190435938,2,"continuo"
"127",-0.256823686867513,1.21748259326542,2,"continuo"
"128",-0.225676418319828,1.33674406464658,2,"continuo"
"129",-0.271596281472081,1.53571426591937,2,"continuo"
"130",-0.202253067087567,1.24832225997905,2,"continuo"
"131",-0.646027885367806,1.15403122073183,2,"continuo"
"132",-0.698399485234444,1.34895205115095,2,"continuo"
"133",-0.247590477877176,1.33911855935339,2,"continuo"
"134",-0.362365207101374,1.24679681408334,2,"continuo"
"135",-0.868986164890782,1.14382281155489,2,"continuo"
"136",-0.321904537076912,1.03073347324908,2,"continuo"
"137",-0.260696800324581,1.23468460428527,2,"continuo"
"138",-0.725846740349155,1.27035976627524,2,"continuo"
"139",-0.737230417944835,1.44715642554203,2,"continuo"
"140",-0.29577006553762,1.20202565935299,2,"continuo"
"141",-0.297444222180385,1.4121788807984,2,"continuo"
"142",-0.276386025178576,1.20888243104646,2,"continuo"
"143",-0.503042816072922,1.05495019582457,2,"continuo"
"144",-0.443684176546174,1.33881707096919,2,"continuo"
"145",-0.376507718149708,1.42160234942507,2,"continuo"
"146",-0.353003942014965,1.68123937183123,2,"continuo"
"147",-0.516377755622318,1.5266605989905,2,"continuo"
"148",-0.345434297580727,1.10580249914252,2,"continuo"
"149",-0.40664238762831,1.33657596168339,2,"continuo"
"150",-0.614743781765537,1.3957615406466,2,"continuo"
"151",-0.565426436025058,1.23888071422277,2,"continuo"
"152",-0.202195935786913,1.61278206713728,2,"continuo"
"153",-0.537211531848598,1.49600493887634,2,"continuo"
"154",-0.325833795323359,1.86775995213804,2,"continuo"
"155",-0.366620874325777,2.23804361974082,2,"continuo"
"156",-0.23542032707146,1.84509599265058,2,"continuo"
"157",-0.365246955164331,1.1837429097741,2,"continuo"
"158",-0.392426490612091,1.20712415334114,2,"continuo"
"159",-0.483911026843644,1.88836463479562,2,"continuo"
"160",-0.41273455275261,1.22351455134213,2,"continuo"
"161",-0.574890253608791,1.26059993981583,2,"continuo"
"162",-0.417852189050396,1.83884705030756,2,"continuo"
"163",-0.452021211513054,1.35218101769821,2,"continuo"
"164",-1.0467817768366,1.28523430235331,2,"continuo"
"165",-0.283394730658087,1.28178921537363,2,"continuo"
"166",-0.404063208168348,1.1711547418382,2,"continuo"
"167",-0.460022951208743,1.57978184365221,2,"continuo"
"168",-0.259771284513956,1.47711961567158,2,"continuo"
"169",-0.501696604988681,1.04662405073224,2,"continuo"
"170",-0.465609130543554,1.33208857064213,2,"continuo"
"171",-0.225690521187341,1.38738828685873,2,"continuo"
"172",-0.316346806314717,1.53907439099816,2,"continuo"
"173",-0.270908518155158,1.14612676390793,2,"continuo"
"174",-0.254905319066858,1.51054333407076,2,"continuo"
"175",-0.627357815603057,1.31925335189437,2,"continuo"
"176",-0.319242395939784,1.2574589959442,2,"continuo"
"177",-0.224349119354571,1.13262430848694,2,"continuo"
"178",-0.486013391385982,1.21748259326542,2,"continuo"
"179",-0.358654787511025,1.07135471973425,2,"continuo"
"180",-0.400091633603513,1.02755934132088,2,"continuo"
"181",-0.437631544313246,1.3424211912388,2,"continuo"
"182",-0.292095769681788,1.1139421162494,2,"continuo"
"183",-0.678088196938432,1.06744165831699,2,"continuo"
"184",-0.2811639242702,1.35172120399724,2,"continuo"
"185",-0.549009179119806,1.192327134891,2,"continuo"
"186",-0.740386276810124,1.03511247083019,2,"continuo"
"187",-0.411020457306466,1.12831722525127,2,"continuo"
"188",-0.61773023521753,1.39793845748531,2,"continuo"
"189",-0.916202942579965,1.31463171328737,2,"continuo"
"190",-0.489452842536885,1.37794185125778,2,"continuo"
"191",-1.32379026816951,1.25341117790346,2,"continuo"
"192",-0.914479870411113,1.13658145659341,2,"continuo"
"193",-0.230662821046001,1.3380120772262,2,"continuo"
"194",-0.295830591613692,2.06818356683906,2,"continuo"
"195",-0.292716391884657,1.35458708479426,2,"continuo"
"196",-0.378034141286585,1.09153047324513,2,"continuo"
"197",-0.407057167349778,1.76342603682225,2,"continuo"
"198",-0.262553024108354,1.10036932412083,2,"continuo"
"199",-0.331932447451537,1.11539218103561,2,"continuo"
"200",-0.501844922187758,1.24303666938238,2,"continuo"
"201",-0.424134227572431,1.01373868654507,2,"continuo"
"202",-0.437370451833463,1.49516409834263,2,"continuo"
"203",-0.520923167674785,1.09065985350819,2,"continuo"
"204",-0.625410040472456,1.07310590759085,2,"continuo"
"205",-0.232627517256078,1.27875218201811,2,"continuo"
"206",-0.364962104596077,1.19915523251238,2,"continuo"
"207",-0.373408995097218,1.11058847796309,2,"continuo"
"208",-0.608251283600653,1.18141878162955,2,"continuo"
"209",-0.47313681635732,1.02864404004093,2,"continuo"
"210",-0.701463136960792,1.02003771757969,2,"continuo"
"211",-0.57445845093602,1.05894476911114,2,"continuo"
"212",-0.58720852046572,1.3664214410113,2,"continuo"
"213",-0.22340578073939,1.69019420454766,2,"continuo"
"214",-0.617871796671894,1.27382629934268,2,"continuo"
"215",-0.602245663897731,1.23678772703936,2,"continuo"
"216",-0.430515190070855,1.07918004856303,2,"continuo"
"217",-0.40839858896588,1.45058959757089,2,"continuo"
"218",-0.744417401782372,1.15802597400398,2,"continuo"
"219",-0.558292923301131,1.13109779021933,2,"continuo"
"220",-0.718649990685573,1.19343249053987,2,"continuo"
"221",-0.567776791747957,1.19568548835718,2,"continuo"
"222",-0.530765921051667,1.30776192719831,2,"continuo"
"223",-0.23556394772745,1.16562453197201,2,"continuo"
"224",-0.408543970180032,1.410775667946,2,"continuo"
"225",-0.323597148240685,1.68304517069074,2,"continuo"
"226",-1.04336853248596,1.05778192760568,2,"continuo"
"227",-0.613590469206653,1.16048489802266,2,"continuo"
"228",-0.67659167662515,1.0058810660757,2,"continuo"
"229",-0.20942333707732,1.17245567341508,2,"continuo"
"230",-1.09003180613277,1.03550270717597,2,"continuo"
"231",-0.635995868860029,1.1097460063119,2,"continuo"
"232",-0.308931608057563,1.6283871231521,2,"continuo"
"233",-0.280501877747302,1.49830889122938,2,"continuo"
"234",-0.481439008757647,1.15336516479994,2,"continuo"
"235",-0.200478650754821,1.02802758287568,2,"continuo"
"236",-0.416754661814338,1.21145900155711,2,"continuo"
"237",-0.703157476415501,1.42813320933723,2,"continuo"
"238",-0.630051843648814,1.14955993593679,2,"continuo"
"239",-0.400481870343842,1.38471020642995,2,"continuo"
"240",-0.288152201039126,1.31418998346458,2,"continuo"
"241",-0.435445175305286,1.20194172969769,2,"continuo"
"242",-0.485418205609271,1.55630077385786,2,"continuo"
"243",-0.244785507150094,1.18563526135201,2,"continuo"
"244",-0.584067983515928,1.42596714998423,2,"continuo"
"245",-0.208421102942105,1.49136003898467,2,"continuo"
"246",-0.74266208684698,1.23573743874029,2,"continuo"
"247",-0.370048720376011,1.05982429482284,2,"continuo"
"248",-0.315937237092185,1.78532785396728,2,"continuo"
"249",-0.670917320085592,1.1891613483809,2,"continuo"
"250",-0.6346857979439,1.12182425638051,2,"continuo"
"251",-0.289472552189283,1.0413915296047,2,"continuo"
"252",-0.338318156891326,1.29477960966784,2,"continuo"
"253",-0.205088582931965,1.0413915296047,2,"continuo"
"254",-0.407770166405485,1.19381870132566,2,"continuo"
"255",-0.582068089304731,1.944480514507,2,"continuo"
"256",-0.284077727218477,1.1097460063119,2,"continuo"
"257",-0.202569567513829,1.32596176454817,2,"continuo"
"258",-0.362817255342293,1.45809639946678,2,"continuo"
"259",-0.789284192932385,1.32221782756866,2,"continuo"
"260",-0.256092765398873,1.4232442946701,2,"continuo"
"261",-0.255509015358924,1.08068540188997,2,"continuo"
"262",-0.458471253137252,1.75204650370576,2,"continuo"
"263",-0.225503229803355,1.54406633101648,2,"continuo"
"264",-0.87416109569757,1.26422594494018,2,"continuo"
"265",-0.257231755892015,1.04921685843348,2,"continuo"
"266",-0.519595824522925,1.51321592096652,2,"continuo"
"267",-0.453437137350582,1.04830351635132,2,"continuo"
"268",-0.238794197708945,1.03368196620376,2,"continuo"
"269",-0.462058788662593,1.17608995403748,2,"continuo"
"270",-0.245985816778376,1.43669100347655,2,"continuo"
"271",-0.344474511045235,1.90308787527906,2,"continuo"
"272",-0.82537007312697,1.12748467453759,2,"continuo"
"273",-0.387762914465461,1.94200589812504,2,"continuo"
"274",-0.485399918853537,1.27666923318111,2,"continuo"
"275",-0.378388564163093,1.13490407225215,2,"continuo"
"276",-0.308361209707302,1.68123937183123,2,"continuo"
"277",-0.36094294646654,1.31023654358027,2,"continuo"
"278",-1.00332120420897,1.53781738867346,2,"continuo"
"279",-0.529114307052883,1.01248458807038,2,"continuo"
"280",-0.504487958035471,1.01204479664039,2,"continuo"
"281",-0.622409315122941,1.07760366207727,2,"continuo"
"282",-0.275038401796015,1.15296618084905,2,"continuo"
"283",-0.236511600300147,1.24966724092395,2,"continuo"
"284",-0.330183347284351,1.03159784138549,2,"continuo"
"285",-0.576910937226364,1.14342087353453,2,"continuo"
"286",-0.532700307407414,2.02118705631131,2,"continuo"
"287",-0.426353868652948,1.07918004856303,2,"continuo"
"288",-0.216028723249826,1.00539391627701,2,"continuo"
"289",-0.414008093005983,1.06632474214201,2,"continuo"
"290",-0.310290597058923,1.27646038778156,2,"continuo"
"291",-0.303196725644432,1.3731149013051,2,"continuo"
"292",-0.428481431710487,1.72427395630421,2,"continuo"
"293",-0.477180615672476,1.32062408633055,2,"continuo"
"294",-0.730446894772479,1.16350084069865,2,"continuo"
"295",-0.492703721135994,1.16215419155765,2,"continuo"
"296",-0.663243340029158,1.13906491725644,2,"continuo"
"297",-0.641509426612819,1.08911856006919,2,"continuo"
"298",-0.673877978881207,1.26912220875147,2,"continuo"
"299",-0.29143395528935,1.67942603307989,2,"continuo"
"300",-0.523182433649607,1.51410314088693,2,"continuo"
"301",-0.443484145021007,1.09608078034777,2,"continuo"
"302",-0.643622131764767,1.03761503624293,2,"continuo"
"303",-0.282708111265806,1.11136469622156,2,"continuo"
"304",-0.285763985202612,1.21867735055263,2,"continuo"
"305",-0.261603648904956,1.27449853391017,2,"continuo"
"306",-0.401245928961369,1.10089927415608,2,"continuo"
"307",-0.786444723208379,1.17026041684536,2,"continuo"
"308",-0.61138136360419,1.32221782756866,2,"continuo"
"309",-0.666510089074247,1.05479672962275,2,"continuo"
"310",-0.537420796048055,1.22184739382458,2,"continuo"
"311",-0.471256163316804,1.65800955688913,2,"continuo"
"312",-0.581923803342732,1.14187589147114,2,"continuo"
"313",-0.355081153425416,1.55226080053897,2,"continuo"
"314",-0.49725709620814,1.2815420888288,2,"continuo"
"315",-0.334997453135751,1.14001462862227,2,"continuo"
"316",-0.354406362547266,1.27620499583065,2,"continuo"
"317",-0.258543643834694,1.77085004666359,2,"continuo"
"318",-0.205554531975152,1.61629863695805,2,"continuo"
"319",-0.365060918640751,1.11254791280484,2,"continuo"
"320",-0.458945955409489,1.12493748835013,2,"continuo"
"321",-0.374456975736276,1.21559845148156,2,"continuo"
"322",-0.374849189871628,1.16251716190891,2,"continuo"
"323",-0.290185796187838,1.22076029938964,2,"continuo"
"324",-0.282580363806097,1.35218101769821,2,"continuo"
"325",-0.521930345505398,1.09690879585121,2,"continuo"
"326",-0.566665993745866,1.40653861970428,2,"continuo"
"327",-0.258790050159332,1.46239637518815,2,"continuo"
"328",-0.389323521001742,1.26823607500188,2,"continuo"
"329",-0.281713359408169,1.51410314088693,2,"continuo"
"330",-0.621931275775422,1.16812103320872,2,"continuo"
"331",-0.263180673244434,1.6434508528729,2,"continuo"
"332",-0.530029142715878,1.42488005554928,2,"continuo"
"333",-0.311843370051186,1.200816014651,2,"continuo"
"334",-0.747072548264276,1.04727370530364,2,"continuo"
"335",-0.511881435419266,1.19629331770762,2,"continuo"
"336",-0.554403648369509,1.09782213793337,2,"continuo"
"337",-0.213114554040909,2.0191140499887,2,"continuo"
"338",-0.518644301211932,1.29151541343084,2,"continuo"
"339",-0.344100422796434,1.90036501996493,2,"continuo"
"340",-0.312004365548345,1.09373875257926,2,"continuo"
"341",-0.608972774098719,1.21748259326542,2,"continuo"
"342",-0.284787190495872,1.00556683843737,2,"continuo"
"343",-0.229317517693011,1.56030351187,2,"continuo"
"344",-0.419129161629424,1.78354430320594,2,"continuo"
"345",-0.21733083578268,1.69896811911941,2,"continuo"
"346",-0.417005939214647,1.11971355002315,2,"continuo"
"347",-0.746954604060229,1.05569897876868,2,"continuo"
"348",-0.62031134082214,1.09231304926161,2,"continuo"
"349",-0.340089207676375,1.08905079163651,2,"continuo"
"350",-0.518752429651366,1.32135527713617,2,"continuo"
"351",-0.270760384186817,1.03415312871268,2,"continuo"
"352",-0.321902566252146,1.52374477602707,2,"continuo"
"353",-0.273053647728553,1.65641581565102,2,"continuo"
"354",-0.458181356354556,1.49291386532913,2,"continuo"
"355",-0.339734650261393,1.23888071422277,2,"continuo"
"356",-0.899507355005865,1.07918004856303,2,"continuo"
"357",-0.242353199779252,1.1139421162494,2,"continuo"
"358",-0.386584500055012,1.0947318790125,2,"continuo"
"359",-0.726770864223989,1.25086199821116,2,"continuo"
"360",-0.369808272711264,1.47711961567158,2,"continuo"
"361",-0.258879978493421,1.1658363310496,2,"continuo"
"362",-0.283273572874932,1.49136003898467,2,"continuo"
"363",-0.216485292199225,1.4061329270078,2,"continuo"
"364",-0.368552643008569,1.02318492347498,2,"continuo"
"365",-0.248140488107147,1.27217184400849,2,"continuo"
"366",-0.279619694390193,1.15571421727518,2,"continuo"
"367",-0.371931293791713,1.13933016197153,2,"continuo"
"368",-0.268069811811322,1.16812103320872,2,"continuo"
"369",-1.03903107830298,1.15228706577713,2,"continuo"
"370",-0.214371825510951,1.23044755604355,2,"continuo"
"371",-0.737445610299179,1.26509401238889,2,"continuo"
"372",-0.377552250334489,1.25041861481379,2,"continuo"
"373",-0.46607917912182,1.26717032231981,2,"continuo"
"374",-0.400191903187592,1.31654070097644,2,"continuo"
"375",-0.313161505190741,1.74233034902475,2,"continuo"
"376",-0.442878081786278,1.2758855445474,2,"continuo"
"377",-0.539732687982169,1.192327134891,2,"continuo"
"378",-0.646745765094769,1.16509458193675,2,"continuo"
"379",-0.52611556075258,1.14426150406142,2,"continuo"
"380",-0.974066904906738,1.28698549020991,2,"continuo"
"381",-0.325862472377633,1.33674406464658,2,"continuo"
"382",-0.226833342361795,1.07554576794062,2,"continuo"
"383",-0.338118111127755,1.2981235645909,2,"continuo"
"384",-0.533278140206258,1.1331618011298,2,"continuo"
"385",-0.215154648191783,1.57978184365221,2,"continuo"
"386",-0.459073263471291,1.21660434423003,2,"continuo"
"387",-0.20879053576809,1.22956574051216,2,"continuo"
"388",-0.418822992744099,1.59475898300286,2,"continuo"
"389",-0.23048460288173,1.40483215778379,2,"continuo"
"390",-0.412140483204935,1.16748979181852,2,"continuo"
"391",-0.803355573896761,1.11809807140901,2,"continuo"
"392",-0.489124329229523,1.0573516352887,2,"continuo"
"393",-0.386298681000836,1.18132247516503,2,"continuo"
"394",-0.307317533759288,1.00320402669547,2,"continuo"
"395",-0.415700837257948,1.3424211912388,2,"continuo"
"396",-0.362680928936835,1.00196848105415,2,"continuo"
"397",-0.469582929816591,1.01072274386908,2,"continuo"
"398",-0.247711251980784,1.88648863187852,2,"continuo"
"399",-0.629276683781405,1.68424487863597,2,"continuo"
"400",-1.13334557513292,1.02431035048146,2,"continuo"
"401",-0.291006912271222,1.06445680807959,2,"continuo"
"402",-0.496834406846074,1.09486023544907,2,"continuo"
"403",-0.312546663664982,1.038751436368,2,"continuo"
"404",-0.389751293026808,1.10616350830712,2,"continuo"
"405",-0.367088839258759,1.21748259326542,2,"continuo"
"406",-0.388668022162012,1.56314019079898,2,"continuo"
"407",-0.359945914922461,1.9684807642795,2,"continuo"
"408",-1.04778288721105,1.1048534198325,2,"continuo"
"409",-0.307018960461608,1.88081150528631,2,"continuo"
"410",-0.254350250311552,1.39967216837054,2,"continuo"
"411",-0.364071876970683,1.11539218103561,2,"continuo"
"412",-0.205728788056069,1.49136003898467,2,"continuo"
"413",-0.610785409604421,1.26717032231981,2,"continuo"
"414",-0.462150275587088,1.26324003305252,2,"continuo"
"415",-0.357625972679295,1.21307347925283,2,"continuo"
"416",-0.712517987719198,1.18708532613821,2,"continuo"
"417",-0.524669863501863,1.5051483081705,2,"continuo"
"418",-0.645064070830254,1.16914110179277,2,"continuo"
"419",-0.804400198471198,1.04669433052849,2,"continuo"
"420",-0.452696946961888,1.10416230892918,2,"continuo"
"421",-0.250455135498182,1.200484365914,2,"continuo"
"422",-0.510189186789559,1.05631719097271,2,"continuo"
"423",-0.743886772523692,1.17062706439774,2,"continuo"
"424",-0.46938130499844,1.24715323100938,2,"continuo"
"425",-0.43642513574327,1.37413556922495,2,"continuo"
"426",-0.387783635127024,1.09996363142435,2,"continuo"
"427",-0.418491845052368,1.47711961567158,2,"continuo"
"428",-0.980451110821014,1.02750528094862,2,"continuo"
"429",-0.54062238032698,1.06396819673985,2,"continuo"
"430",-0.667990891639886,1.10266111835738,2,"continuo"
"431",-0.651926268531147,1.17608995403748,2,"continuo"
"432",-0.932809327081996,1.14893773812263,2,"continuo"
"433",-0.474363288151982,1.22122653024493,2,"continuo"
"434",-0.396412360077632,1.16840313390068,2,"continuo"
"435",-0.441392079796515,1.0653917793772,2,"continuo"
"436",-0.87927752239212,1.27711642113893,2,"continuo"
"437",-0.230059862862092,1.35750984529028,2,"continuo"
"438",-0.819981258502646,1.11136469622156,2,"continuo"
"439",-0.264767786262238,1.06145130127485,2,"continuo"
"440",-0.275644659248323,1.81954191653362,2,"continuo"
"441",-0.253014733265538,1.05577343980615,2,"continuo"
"442",-0.255517042148158,1.32221782756866,2,"continuo"
"443",-0.527382039313536,1.08261322059189,2,"continuo"
"444",-0.39346904111779,1.30820712867246,2,"continuo"
"445",-0.450153451391982,1.24480569015828,2,"continuo"
"446",-0.438404095815625,1.02347996017111,2,"continuo"
"447",-0.200567805462945,1.64014822098749,2,"continuo"
"448",-0.257807628612915,1.43933109671325,2,"continuo"
"449",-0.230772184600815,1.09769770433336,2,"continuo"
"450",-0.290330918442391,1.26987060459409,2,"continuo"
"451",-0.464713865364422,1.47711961567158,2,"continuo"
"452",-0.263107414716674,1.16711903606022,2,"continuo"
"453",-0.209184189214855,1.37190555662304,2,"continuo"
"454",-0.62646931378001,1.23888071422277,2,"continuo"
"455",-0.522036959463767,1.61978696093314,2,"continuo"
"456",-0.612544805941849,1.32221782756866,2,"continuo"
"457",-0.254927103553943,1.10890189720263,2,"continuo"
"458",-0.698883874177074,1.12548001684042,2,"continuo"
"459",-0.315887756288229,1.4273222025656,2,"continuo"
"460",-0.318859823941133,1.19568548835718,2,"continuo"
"461",-0.214634023259345,1.43998861992742,2,"continuo"
"462",-0.581810806070053,1.12321278102767,2,"continuo"
"463",-0.433498145309036,1.62619186658239,2,"continuo"
"464",-0.31402955825323,1.1808888315943,2,"continuo"
"465",-0.425228745178802,1.38381383046674,2,"continuo"
"466",-0.436540183920702,1.13830143507915,2,"continuo"
"467",-0.530941482955379,1.02118816593456,2,"continuo"
"468",-0.616642021163559,1.07587741667763,2,"continuo"
"469",-0.328609156910019,1.31925335189437,2,"continuo"
"470",-0.348965204467492,1.07788557964641,2,"continuo"
"471",-0.272932266437057,1.52504311481168,2,"continuo"
"472",-0.621838298058665,1.12710354770313,2,"continuo"
"473",-0.356912017971468,1.15508159662435,2,"continuo"
"474",-0.287209176720985,1.68123937183123,2,"continuo"
"475",-0.490660552246979,1.99563298019435,2,"continuo"
"476",-0.402681458551831,1.36061417587743,2,"continuo"
"477",-0.883970796355735,1.30582742956767,2,"continuo"
"478",-0.419306107648465,1.09207131266745,2,"continuo"
"479",-0.514687709146914,1.00211224734512,2,"continuo"
"480",-0.534619439485044,1.15760656885309,2,"continuo"
"481",-0.293431858649748,1.23748651077821,2,"continuo"
"482",-0.264631682461842,1.25750974604651,2,"continuo"
"483",-0.319219574772202,1.14870418393577,2,"continuo"
"484",-0.208323732028981,1.11590281483929,2,"continuo"
"485",-0.357565712045748,1.2481161892753,2,"continuo"
"486",-0.27206150907685,1.56584608117238,2,"continuo"
"487",-0.567514978279961,1.32221782756866,2,"continuo"
"488",-0.36178524370324,1.80277172489235,2,"continuo"
"489",-0.530151103964237,1.04977045188001,2,"continuo"
"490",-0.602398393027292,1.00117107462412,2,"continuo"
"491",-0.722416476163855,1.14266623563831,2,"continuo"
"492",-0.394461262818724,1.05958451424333,2,"continuo"
"493",-0.883367350753832,1.32092335865203,2,"continuo"
"494",-0.629580325944501,1.07234063162191,2,"continuo"
"495",-0.232812593070325,1.21010900357854,2,"continuo"
"496",-0.216085782074919,1.23299474223101,2,"continuo"
"497",-0.495604060602748,1.46612424357086,2,"continuo"
"498",-0.421054717124053,1.25307215056384,2,"continuo"
"499",-0.233402066450404,1.83674392755347,2,"continuo"
